,alcohol,babies,bakery,beverages,breakfast,bulk,canned goods,dairy eggs,deli,dry goods pasta,frozen,household,international,meat seafood,missing,order_id,other,pantry,personal care,pets,produce,snacks
1758,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,620842,0,0,0,0,5,0
1759,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,621155,0,0,0,0,2,0
1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621878,0,0,0,0,3,0
1761,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,622044,0,0,0,0,8,1
1762,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,622223,0,1,0,0,0,2
1763,0,0,2,1,0,0,0,2,1,1,0,0,0,0,0,622230,0,1,0,0,4,0
1764,0,0,1,6,0,0,0,1,1,0,2,0,0,0,0,622546,0,0,1,0,2,1
1765,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,623163,0,1,0,0,2,0
1766,0,0,0,1,1,0,0,7,0,1,1,0,0,0,0,624141,0,1,0,0,2,1
1767,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,624183,0,0,0,0,1,0
1768,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,625463,0,0,0,0,0,1
1769,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,626223,0,0,0,0,7,0
1770,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,626390,0,0,0,0,0,1
1771,0,3,0,0,1,0,0,1,1,0,1,0,0,3,0,626932,0,0,0,0,3,0
1772,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,627283,0,0,0,0,9,3
1773,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,627436,0,1,0,0,0,0
1774,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,627548,0,0,0,0,5,0
1775,0,0,0,2,0,0,0,16,0,0,0,0,0,0,2,628125,0,0,0,0,9,0
1776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,628480,0,0,0,0,1,1
1777,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,628588,0,2,0,0,4,2
1778,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,628647,0,1,0,0,1,0
1779,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,628910,0,1,0,0,16,0
1780,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,629360,1,1,1,0,0,0
1781,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,629534,0,0,0,0,1,0
1782,0,0,0,2,0,0,1,7,1,0,4,0,0,1,0,629551,0,1,0,0,1,3
1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629863,0,0,0,0,3,0
1784,0,0,1,1,0,0,0,2,0,0,4,0,0,1,0,630645,0,1,2,0,2,1
1785,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,630798,0,1,1,0,6,0
1786,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,630858,0,0,1,0,0,0
1787,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,630913,0,0,0,0,0,0
1788,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0,630927,0,2,0,0,0,1
1789,0,0,1,0,1,0,0,3,0,2,1,0,0,0,0,630950,0,1,0,0,3,1
1790,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,630993,0,2,0,0,2,2
1791,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,631085,0,0,0,0,0,0
1792,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,631227,0,1,0,0,3,5
1793,0,0,1,2,0,0,0,4,0,0,1,0,0,0,0,631889,0,0,0,0,5,0
1794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,631974,0,0,0,0,0,0
1795,0,0,1,1,0,0,0,2,0,2,0,0,0,2,0,632301,0,0,0,0,0,0
1796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,632605,0,0,0,0,1,0
1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632950,0,0,0,0,1,0
1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633927,0,0,0,0,1,0
1799,0,0,1,0,0,0,1,4,0,0,3,0,0,0,0,634768,0,1,0,1,8,2
1800,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,635007,0,0,0,0,1,0
1801,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,635425,0,2,0,0,1,3
1802,0,1,2,0,0,0,0,0,1,0,0,5,0,0,0,635751,0,0,0,0,1,0
1803,0,1,1,3,1,0,0,3,0,0,2,0,0,0,0,635942,0,0,0,0,2,2
1804,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,636708,0,0,0,0,4,0
1805,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,637065,0,0,0,0,4,0
1806,1,0,2,1,0,0,0,5,6,0,1,0,0,1,0,637515,0,0,0,0,3,2
1807,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,637987,0,0,0,0,2,0
1808,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,638088,0,0,0,0,5,0
1809,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,638227,0,1,0,0,17,2
1810,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,638390,0,0,0,0,0,0
1811,0,0,0,0,1,0,1,3,0,0,2,0,0,0,0,638842,0,0,0,0,0,1
1812,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,639169,0,0,0,0,2,0
1813,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,639290,0,0,0,0,3,3
1814,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,639580,0,0,0,0,1,0
1815,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,639891,0,0,0,0,0,1
1816,0,0,3,1,0,0,0,6,1,2,3,0,1,0,0,640214,0,1,1,0,1,0
1817,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,640733,0,1,2,0,3,0
1818,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,641020,0,1,0,0,3,1
1819,0,0,0,2,0,0,4,5,0,2,1,0,0,0,0,641201,0,0,0,0,4,3
1820,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,641853,0,0,0,0,18,0
1821,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,642407,0,5,0,0,1,0
1822,0,0,3,1,1,0,1,9,0,2,9,0,0,3,0,642536,0,2,0,0,4,1
1823,0,0,1,5,1,0,1,0,0,1,1,2,0,0,1,642820,0,0,2,0,10,0
1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643163,0,0,0,0,2,0
1825,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,643448,0,1,0,0,0,1
1826,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,644163,0,0,0,0,0,2
1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644177,0,2,0,0,2,0
1828,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,644279,0,0,0,0,0,1
1829,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,644342,0,1,0,0,2,0
1830,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,644435,0,2,0,0,2,0
1831,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,644570,0,0,0,0,6,0
1832,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,644668,0,0,0,2,4,2
1833,0,0,1,5,1,0,0,6,0,1,2,0,0,0,0,645132,0,0,0,0,2,0
1834,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,645728,0,0,0,0,7,0
1835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,646072,0,1,0,0,0,0
1836,0,0,1,5,1,0,0,3,0,0,0,0,0,0,0,646945,0,1,0,0,6,2
1837,0,0,4,0,1,0,0,4,2,0,3,7,0,1,0,647124,0,2,0,0,6,3
1838,0,3,1,0,0,0,2,6,0,0,5,0,2,0,0,647355,0,2,1,0,3,2
1839,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,647845,0,2,0,0,4,3
1840,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,648969,0,1,0,0,2,0
1841,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,649052,0,0,0,0,0,0
1842,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,649083,0,0,0,0,6,5
1843,0,0,2,2,0,0,0,3,3,0,1,0,1,0,0,649213,0,1,1,0,5,4
1844,0,0,1,1,0,0,0,1,2,0,0,1,0,1,0,649562,0,0,0,0,1,3
1845,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,649750,0,0,0,0,2,0
1846,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,649925,0,1,0,0,5,0
1847,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,650820,1,0,0,0,7,2
1848,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,651187,0,0,1,0,1,1
1849,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,651630,0,0,0,0,1,4
1850,0,0,0,1,0,0,0,5,0,0,2,0,0,1,0,652113,0,0,0,0,5,2
1851,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,652323,0,3,0,0,3,8
1852,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,652472,0,0,0,0,2,0
1853,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,652640,0,1,2,0,0,1
1854,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,652838,0,0,0,0,0,0
1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652864,0,1,0,0,3,1
1856,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,653001,0,0,0,0,1,0
1857,0,0,2,0,1,0,1,8,1,0,0,1,0,1,0,653082,0,0,0,0,3,6
1858,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,653905,0,0,0,0,0,0
1859,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,653966,0,0,0,0,0,0
1860,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,654407,0,1,0,0,2,1
1861,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,654792,0,1,0,0,6,0
1862,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,654840,0,0,0,0,2,0
1863,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,654874,0,0,7,0,0,0
1864,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,655169,0,0,0,0,1,0
1865,0,0,0,2,0,0,0,2,1,0,0,1,0,1,0,656769,0,2,0,0,3,1
1866,0,1,1,1,1,0,0,1,0,0,1,5,0,0,0,656934,0,1,4,0,2,1
1867,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,656942,0,0,0,0,3,1
1868,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,657204,0,0,0,0,1,8
1869,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,657212,0,0,0,0,3,0
1870,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,657253,0,0,0,0,0,0
1871,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,657355,0,0,0,0,3,0
1872,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,657716,0,0,0,0,1,3
1873,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,658017,0,0,0,0,5,0
1874,0,0,0,3,0,0,0,1,0,0,2,0,0,0,1,658796,0,0,0,0,0,1
1875,0,0,0,2,0,0,0,3,0,1,3,0,0,2,0,659514,0,5,0,0,8,4
1876,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,660238,0,0,0,0,1,0
1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660531,0,1,0,0,5,1
1878,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,660838,0,0,0,0,1,0
1879,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,660887,0,0,0,0,3,5
1880,0,0,1,1,0,0,1,3,0,0,0,0,0,1,0,660916,0,1,0,0,7,1
1881,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,661300,0,0,0,0,3,1
1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661310,0,0,0,0,1,3
1883,0,0,0,1,0,0,1,3,3,2,1,1,0,0,0,661415,0,0,0,0,8,1
1884,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,661582,1,2,1,0,4,0
1885,0,0,2,2,0,0,2,6,2,0,1,0,0,0,0,661587,0,0,0,0,1,1
1886,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,661753,0,2,0,0,5,1
1887,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,662431,0,0,0,0,4,0
1888,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,663161,0,0,0,0,1,2
1889,0,0,0,2,0,0,0,3,0,0,0,1,0,0,1,664059,0,0,0,0,2,1
1890,0,0,0,1,1,0,0,0,0,0,2,12,0,0,0,664355,0,0,2,3,0,3
1891,0,0,0,1,0,0,0,1,0,2,1,1,0,0,0,664392,0,0,0,0,2,0
1892,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,664587,0,0,0,0,4,0
1893,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,664589,0,2,1,0,0,0
1894,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,665317,0,0,0,0,5,0
1895,0,0,0,2,0,0,0,4,0,0,2,1,0,0,0,666037,0,1,0,0,1,0
1896,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,666086,0,0,0,0,0,0
1897,0,0,2,1,0,0,1,1,1,0,2,0,0,2,0,666337,0,4,0,0,8,1
1898,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,667815,0,2,0,0,0,0
1899,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,668447,0,0,0,1,0,0
1900,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,668480,0,0,0,0,4,0
1901,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,669580,0,0,0,0,5,3
1902,0,0,0,0,0,0,3,6,0,0,1,0,0,1,0,670126,0,2,0,0,11,2
1903,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,670924,0,0,0,0,4,0
1904,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,671077,0,0,0,0,3,0
1905,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,671083,0,2,0,0,6,1
1906,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,671323,0,0,0,0,0,0
1907,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,671868,0,1,0,0,2,0
1908,0,0,1,0,0,0,0,0,2,2,1,0,1,0,0,671895,0,0,0,0,4,2
1909,0,0,0,0,0,0,0,1,2,0,5,0,0,1,0,671935,0,1,1,0,5,0
1910,0,0,1,2,0,0,0,1,2,0,2,0,0,0,0,671965,0,3,1,0,15,0
1911,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,672140,0,1,3,0,0,0
1912,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,673058,0,1,0,0,7,0
1913,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,673248,0,2,0,0,3,0
1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673614,0,1,1,1,5,0
1915,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,674310,0,0,0,0,0,0
1916,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,674631,0,0,0,0,1,0
1917,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,675931,0,1,0,0,3,2
1918,0,0,1,0,0,0,0,7,0,1,0,0,0,1,0,675995,0,0,0,0,8,0
1919,0,0,2,2,1,0,0,4,0,0,0,0,0,1,0,675998,0,1,0,0,2,0
1920,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,676099,0,0,0,0,1,0
1921,0,0,0,1,0,0,0,5,0,0,4,2,2,1,0,676492,0,2,0,0,3,0
1922,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,677525,0,0,0,0,5,0
1923,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,678144,0,0,1,0,3,0
1924,0,2,1,0,1,0,0,3,1,0,2,0,0,1,0,679624,0,0,1,0,1,0
1925,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,680118,0,4,0,0,1,1
1926,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,680211,0,0,0,0,4,0
1927,0,1,1,3,0,0,0,4,1,0,1,0,0,0,0,680682,0,0,0,0,8,0
1928,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,681143,0,1,0,0,3,1
1929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,681500,0,0,0,0,2,0
1930,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,681839,0,1,0,0,1,1
1931,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,681876,0,0,0,0,3,1
1932,0,0,0,0,0,0,1,2,3,1,2,0,0,1,0,682079,0,2,0,0,5,2
1933,0,0,3,1,0,0,0,5,1,0,0,0,0,0,0,682325,0,0,0,0,4,0
1934,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,682499,0,0,0,1,1,0
1935,0,0,1,1,0,0,0,3,1,0,0,0,0,1,0,682762,0,2,0,0,15,1
1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682991,0,0,0,0,2,0
1937,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,683370,0,0,1,0,3,6
1938,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,683591,0,0,0,0,1,0
1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684344,0,0,0,0,1,1
1940,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,684403,0,0,0,0,2,0
1941,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,684625,0,0,0,0,2,1
1942,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,684845,0,1,0,1,2,0
1943,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,685106,0,0,0,0,2,3
1944,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,685229,0,0,0,0,7,0
1945,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,685341,0,1,0,0,3,3
1946,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,685470,0,2,0,0,2,1
1947,0,0,2,1,1,0,0,4,1,0,2,0,0,0,0,685759,0,3,1,0,9,2
1948,0,0,1,1,0,0,0,2,1,0,2,2,0,0,0,685894,0,0,0,0,1,0
1949,0,0,0,2,0,0,1,5,0,0,2,0,0,0,0,685953,0,2,0,0,10,5
1950,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,686338,0,0,0,0,2,1
1951,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,688410,0,0,0,0,8,0
1952,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,688504,0,0,0,0,3,0
1953,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,688557,0,0,0,0,0,0
1954,0,0,1,2,1,0,2,1,1,0,0,0,0,1,0,688660,0,0,1,0,4,1
1955,0,0,0,4,0,0,4,5,1,1,3,0,0,1,0,688831,0,5,0,0,9,0
1956,0,0,3,0,0,0,1,1,2,0,0,0,0,0,0,689161,0,1,0,0,1,0
1957,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,689194,0,0,0,0,5,0
1958,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,689477,0,0,0,0,0,0
1959,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,690042,0,1,0,0,0,3
1960,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,690070,0,0,0,0,7,2
1961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,690400,0,0,0,0,7,0
1962,0,0,1,2,0,0,0,0,0,0,3,1,0,0,0,690565,0,0,0,0,0,0
1963,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,690948,0,0,0,0,0,1
1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691084,0,0,0,0,2,0
1965,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,691613,0,0,0,0,0,0
1966,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,693170,0,0,0,0,1,0
1967,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,694348,0,0,0,0,7,1
1968,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,694450,0,0,0,0,3,0
1969,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,694552,0,0,0,0,2,0
1970,0,0,0,2,0,0,1,0,0,0,1,2,0,1,0,694766,0,0,1,0,0,0
1971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,695439,0,0,0,0,4,1
1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695472,0,0,0,0,3,0
1973,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,695552,0,1,0,0,2,0
1974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,695952,0,1,0,0,3,0
1975,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,695978,0,1,0,0,1,0
1976,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,696367,0,0,0,1,1,1
1977,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,697031,0,1,0,0,3,1
1978,0,0,0,2,1,0,1,4,1,0,0,0,0,1,0,697048,0,2,0,0,1,3
1979,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,697775,0,0,0,0,0,0
1980,0,1,0,3,2,0,1,6,0,1,2,0,0,0,0,698076,0,0,0,0,5,1
1981,0,0,0,1,1,0,0,4,1,0,0,2,0,0,0,698647,0,2,0,0,3,2
1982,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,698707,0,0,0,0,7,2
1983,0,0,2,0,0,0,0,1,0,0,2,0,3,0,0,699098,0,0,0,0,3,1
1984,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,699440,0,0,0,0,1,1
1985,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,699478,0,1,0,0,7,0
1986,0,0,1,2,0,0,0,3,0,0,1,0,2,0,0,699496,0,1,0,0,2,1
1987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,700280,0,2,0,0,1,0
1988,0,0,2,0,0,0,0,4,0,2,1,1,0,1,0,700992,0,0,0,0,0,1
1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,701287,0,0,0,0,0,0
1990,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,701444,0,3,0,0,4,0
1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,701597,0,0,1,0,1,0
1992,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,702044,0,0,0,0,7,1
1993,0,0,0,3,1,0,0,7,2,1,0,0,0,1,0,702277,0,0,1,0,4,5
1994,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,702309,0,0,0,0,1,0
1995,0,0,0,0,2,0,1,1,1,1,6,0,0,0,0,702392,0,0,0,0,3,1
1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,703324,0,0,1,0,0,0
1997,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,703446,0,0,0,0,1,0
1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,704101,0,0,0,0,2,0
1999,0,0,2,1,2,0,1,7,3,1,2,0,0,2,0,704419,0,1,0,0,12,1
2000,0,0,1,0,0,0,1,1,0,3,1,0,1,1,0,705005,0,0,0,0,4,0
2001,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,705054,0,0,0,0,1,0
2002,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,705304,0,0,0,0,5,5
2003,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,705623,0,1,0,0,2,0
2004,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,706931,0,0,0,0,3,1
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707169,0,0,0,0,2,4
2006,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0,707244,0,0,0,0,1,2
2007,0,0,1,1,0,0,0,1,0,0,7,1,0,0,0,707740,0,1,0,0,0,1
2008,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,708035,0,0,0,0,5,0
2009,0,0,0,5,0,0,1,3,0,2,0,0,0,0,0,708186,0,0,0,0,2,0
2010,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,708623,0,2,0,0,5,4
2011,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,709330,0,1,0,0,1,0
2012,0,0,1,1,1,0,0,6,0,0,1,0,0,0,0,709361,0,3,1,0,7,1
2013,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,709446,0,1,0,0,0,0
2014,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,710082,0,0,0,0,3,0
2015,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,710182,0,4,0,0,1,3
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710285,0,0,0,0,2,0
2017,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,711127,0,0,0,0,1,2
2018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,711465,0,0,0,0,3,0
2019,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,711655,0,0,0,0,0,1
2020,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,712073,0,0,0,0,2,0
2021,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,713019,0,0,0,0,0,0
2022,0,0,1,4,0,0,3,1,1,0,0,0,0,0,0,713299,0,1,0,0,7,1
2023,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,713609,0,0,0,0,7,0
2024,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,714066,0,0,0,0,4,1
2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,714742,0,0,0,0,1,0
2026,0,1,1,3,0,0,0,6,1,0,1,0,0,1,0,715681,0,2,0,0,12,0
2027,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,715946,0,0,0,0,0,1
2028,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,716206,0,0,1,0,2,0
2029,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,716219,0,0,0,0,0,1
2030,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,716344,0,0,0,0,6,0
2031,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,716349,0,0,0,0,1,0
2032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,716703,0,1,0,0,1,3
2033,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,716731,0,0,0,0,1,0
2034,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,716799,0,0,0,0,0,0
2035,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,717031,0,1,0,0,8,0
2036,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,717069,0,0,0,0,3,0
2037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,717360,0,0,0,0,0,0
2038,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,717864,0,0,0,0,0,0
2039,0,0,0,1,1,0,0,6,1,1,2,0,0,0,0,718042,0,7,0,0,7,2
2040,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,718138,0,0,0,0,4,0
2041,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,718851,0,0,0,0,3,1
2042,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,719038,0,0,0,0,2,0
2043,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,719953,0,0,0,0,0,0
2044,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,719974,0,0,0,0,0,2
2045,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,720153,0,0,0,0,0,0
2046,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,720795,0,0,0,0,3,0
